"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"0500000US04017","Navajo County, Arizona","107322","*****","95530","*****","45662","35","413","205","44871","1206","570","338","430","634","19","35","3565","1167","346","376","3219","1036","11792","*****","8041","1120","242","255","760","506","0","203","0","203","2226","837","523","353","79","100","444","339"
"0500000US04019","Pima County, Arizona","996554","*****","640813","*****","534933","1648","31797","1657","23704","1470","24390","1998","1606","361","2310","1762","22073","3126","1677","933","20396","2995","355741","*****","240073","8450","2120","1322","7602","2760","654","504","43","70","88074","7759","17175","3504","9304","2814","7871","2263"
"0500000US04021","Pinal County, Arizona","389350","*****","276387","*****","226420","154","17604","895","17385","1654","5661","982","1592","127","124","154","7601","2091","0","203","7601","2091","112963","*****","93434","3797","553","396","1662","905","74","121","0","203","13370","3002","3870","1525","1890","1078","1980","1012"
"0500000US04025","Yavapai County, Arizona","215133","*****","185088","*****","174406","603","1316","254","4063","382","1314","675","0","203","128","154","3861","932","343","473","3518","810","30045","*****","23987","2696","0","203","219","272","262","418","0","203","4952","2711","625","401","417","319","208","250"
"0500000US04027","Yuma County, Arizona","201201","*****","78179","*****","67086","288","4319","347","1878","532","2275","396","0","203","220","270","2401","775","156","160","2245","759","123022","*****","86803","4690","341","418","419","313","0","203","0","203","33079","4727","2380","1076","1641","894","739","439"
"0500000US05007","Benton County, Arkansas","237297","*****","199363","*****","178136","825","3263","558","3404","1033","8648","575","57","91","517","825","5338","1296","0","192","5338","1296","37934","*****","31304","2207","251","294","174","218","352","489","0","192","4765","2017","1088","792","1088","792","0","192"
"0500000US05119","Pulaski County, Arkansas","391284","*****","368196","*****","212473","287","136829","2058","586","368","7553","1387","182","300","376","376","10197","2530","76","127","10121","2528","23088","*****","16908","2448","1475","1116","334","395","0","192","0","192","3854","2220","517","473","269","340","248","346"
"0500000US06001","Alameda County, California","1578891","*****","1220884","*****","522860","730","179125","2742","5052","634","429067","4838","12307","1077","3313","1648","69160","5050","2729","1296","66431","5065","358007","*****","185035","9723","4930","1470","4812","1999","1539","597","850","542","126083","9279","34758","4836","19135","3847","15623","2897"
"0500000US06007","Butte County, California","222090","*****","188448","*****","164406","105","3219","623","1174","586","9695","975","321","353","117","195","9516","1216","58","105","9458","1200","33642","*****","20781","2164","117","218","694","455","275","315","0","203","7374","2259","4401","1655","1379","622","3022","1449"
"0500000US06013","Contra Costa County, California","1094205","*****","821301","*****","505090","1014","94693","2934","3369","874","163224","4306","5145","618","3256","1566","46524","4865","2142","1043","44382","5031","272904","*****","163162","9236","2079","757","2266","1055","1587","792","195","266","84181","8590","19434","3754","11144","3021","8290","2124"
"0500000US06017","El Dorado County, California","181737","*****","159076","*****","143380","473","1904","244","1011","674","7600","894","254","316","320","464","4607","1210","84","101","4523","1202","22661","*****","15222","2522","1303","1159","121","151","58","100","0","203","5047","2324","910","536","669","426","241","227"
"0500000US06019","Fresno County, California","955272","*****","462680","*****","298548","1006","46709","1308","4035","796","94134","2187","1574","127","1573","952","16107","2904","1369","1126","14738","2586","492592","*****","292285","15580","2163","1155","6903","2187","1157","1125","0","203","169186","14882","20898","5506","12399","4579","8499","2731"
"0500000US06023","Humboldt County, California","134493","*****","120404","*****","101966","389","1377","415","6527","1296","3009","770","197","214","606","428","6722","1586","276","210","6446","1575","14089","*****","7897","1566","75","126","337","375","6","11","0","203","4498","1645","1276","740","1005","735","271","211"
"0500000US06025","Imperial County, California","176584","*****","32098","*****","22388","244","4496","349","1370","257","2243","407","81","95","209","253","1311","529","0","203","1311","529","144486","*****","99752","5742","108","104","475","529","378","375","0","203","33686","5045","10087","2850","7128","2631","2959","1483"
"0500000US06029","Kern County, California","864124","*****","424450","*****","318114","660","45835","1776","5239","740","37697","1812","765","697","1018","680","15782","2833","833","495","14949","2787","439674","*****","328074","11529","1914","891","3291","1474","1625","1172","227","372","93536","11171","11007","2460","7264","2362","3743","1066"
"0500000US06031","Kings County, California","150960","*****","71409","*****","51302","219","9745","612","1139","316","5350","855","388","203","170","212","3315","1038","90","106","3225","1034","79551","*****","49432","4395","366","340","587","290","50","91","18","33","26653","4268","2445","1078","1226","702","1219","816"
"0500000US06037","Los Angeles County, California","10017068","*****","5182132","*****","2703681","3003","801603","6655","18335","2314","1392815","7405","24168","1776","25828","3822","215702","9708","14846","2897","200856","9455","4834936","*****","2657859","41331","29126","5082","46906","6195","16371","2638","1551","664","1922597","39202","160526","9590","91259","7268","69267","5885"
"0500000US06039","Madera County, California","152389","*****","67466","*****","55531","203","4863","627","2130","399","3066","708","167","200","80","135","1629","979","62","83","1567","982","84923","*****","70453","3341","181","188","497","567","65","111","133","225","10792","2539","2802","1581","1105","590","1697","1447"
"0500000US06041","Marin County, California","258365","*****","217715","*****","185939","1138","5645","530","165","160","15283","1426","548","138","2116","1168","8019","1463","247","285","7772","1412","40650","*****","19323","3591","735","697","97","161","23","41","162","228","18120","3604","2190","752","1083","635","1107","507"
"0500000US06045","Mendocino County, California","87192","*****","66668","*****","58261","177","628","391","2598","708","1074","702","241","317","670","806","3196","997","110","135","3086","993","20524","*****","11831","2732","313","316","893","876","0","203","0","203","7068","2532","419","420","359","400","60","87"
"0500000US06047","Merced County, California","263228","*****","113810","*****","79123","265","8180","789","685","334","20861","830","79","131","284","287","4598","1287","41","71","4557","1290","149418","*****","75967","5351","313","214","824","519","456","372","100","169","61026","5897","10732","3455","8077","2821","2655","1316"
"0500000US06053","Monterey County, California","428826","*****","185191","*****","135474","134","10358","1356","1110","543","26084","1464","2122","130","339","399","9704","2058","232","197","9472","2045","243635","*****","198340","6671","1018","843","3030","1740","688","387","145","152","35125","5533","5289","1824","2795","1461","2494","1206"
"0500000US06055","Napa County, California","140326","*****","93519","*****","76432","76","2952","352","759","503","10328","603","68","102","58","76","2922","861","378","426","2544","809","46807","*****","25129","3489","122","143","560","736","437","526","54","92","17952","3448","2553","1118","1568","781","985","750"
"0500000US06059","Orange County, California","3114363","*****","2048386","*****","1321838","2254","49067","2555","6548","1371","582557","4935","9747","991","4979","2347","73650","5755","1856","727","71794","5710","1065977","*****","643508","17028","4333","2054","4849","1446","3991","1221","1162","782","371244","17693","36890","4983","18302","3122","18588","3438"
"0500000US06061","Placer County, California","367309","*****","318219","*****","273877","450","4308","1292","1426","483","22860","1852","279","333","122","200","15347","2219","518","449","14829","2179","49090","*****","31852","3659","114","142","969","760","270","247","0","203","10595","3041","5290","1751","2595","1296","2695","1259"
"0500000US06065","Riverside County, California","2292507","*****","1216740","*****","868206","1184","134392","4011","9604","2199","136703","3514","6418","831","3991","1545","57426","5553","3711","1394","53715","5286","1075767","*****","607557","16707","7313","2112","9617","2585","4180","1723","311","215","397348","17104","49441","5653","29358","4853","20083","3797"
"0500000US06067","Sacramento County, California","1462131","*****","1136703","*****","689293","912","140813","3343","6517","1148","213282","3833","14576","1475","2402","1032","69820","5865","4139","2469","65681","5418","325428","*****","188090","9892","4797","1413","4781","1810","3155","1006","174","163","94778","9357","29653","4340","13763","3187","15890","3361"
"0500000US06071","San Bernardino County, California","2088371","*****","1022034","*****","652947","956","174095","3550","5246","1328","135692","3595","6639","624","3899","1811","43516","4712","2892","1663","40624","4225","1066337","*****","686444","19060","12376","3577","9272","2384","3424","1404","1009","811","304069","18102","49743","6242","24351","4291","25392","4041"
"0500000US06073","San Diego County, California","3211252","*****","2153824","*****","1510757","2816","154477","3173","11962","1843","356394","6602","14008","1631","7187","3141","99039","7416","3360","1870","95679","7097","1057428","*****","782854","15043","7973","2620","8874","2872","4505","1261","1259","776","200221","12752","51742","5231","23869","3717","27873","4473"
"0500000US06075","San Francisco County, California","837442","*****","709047","*****","346442","1360","46119","1154","1501","489","279091","3063","3186","662","4459","2413","28249","2664","978","505","27271","2631","128395","*****","59599","6296","1866","850","2578","1161","1576","724","295","351","53232","5857","9249","1940","5816","1587","3433","1133"
"0500000US06077","San Joaquin County, California","704379","*****","421987","*****","243483","345","46103","2894","1664","705","100494","3320","3884","560","631","522","25728","4648","1051","1310","24677","4556","282392","*****","147108","8638","2149","1134","1477","771","1175","654","186","187","97208","7266","33089","6024","6174","1744","26915","5872"
"0500000US06079","San Luis Obispo County, California","276443","*****","216367","*****","193200","96","5904","663","640","320","9993","960","115","102","0","203","6515","1135","231","231","6284","1123","60076","*****","43176","4109","444","482","1673","1606","513","447","0","203","11527","3799","2743","1326","1631","1092","1112","722"
"0500000US06081","San Mateo County, California","747373","*****","557713","*****","304170","1712","18389","1180","948","672","194490","3025","10057","1010","4042","1977","25617","3346","1559","730","24058","3293","189660","*****","110988","9371","1222","962","611","384","3770","1793","430","391","60793","8572","11846","3637","6508","3100","5338","1889"
"0500000US06083","Santa Barbara County, California","435697","*****","243583","*****","201626","562","6937","694","2043","589","22077","1046","615","367","566","366","9719","1451","304","310","9415","1378","192114","*****","77438","6983","1139","1099","1718","787","903","671","0","203","102709","7464","8207","2612","4298","1834","3909","2090"
"0500000US06085","Santa Clara County, California","1862041","*****","1363940","*****","629281","996","46412","1620","2803","744","618937","3881","5551","1402","3668","1430","57288","4390","3885","1521","53403","4261","498101","*****","247939","11692","4057","2659","6288","2408","3684","1356","138","152","205980","12156","30015","4862","16709","3860","13306","2946"
"0500000US06087","Santa Cruz County, California","269419","*****","180651","*****","156976","1013","2049","943","540","429","11776","1370","40","70","150","178","9120","2346","893","1002","8227","1650","88768","*****","60532","6568","37","59","874","1030","780","578","0","203","23477","6474","3068","1076","1275","582","1793","942"
"0500000US06089","Shasta County, California","178980","*****","162647","*****","145080","695","1609","412","4129","983","5048","857","0","203","57","98","6724","1327","567","691","6157","1277","16333","*****","9086","1613","0","203","249","193","73","91","59","100","6051","1780","815","512","505","385","310","296"
"0500000US06095","Solano County, California","424788","*****","317670","*****","169796","262","59257","1512","1303","520","60831","2465","3128","758","69","122","23286","3083","701","569","22585","2984","107118","*****","56403","5656","731","417","1123","745","3152","1541","180","228","38785","5364","6744","2171","3669","1760","3075","1017"
"0500000US06097","Sonoma County, California","495025","*****","367039","*****","321300","747","6473","765","3675","837","18360","1365","1293","611","936","740","15002","1843","113","107","14889","1846","127986","*****","57913","7735","817","774","2627","2506","88","126","272","426","60145","7790","6124","2134","3194","1433","2930","1474"
"0500000US06099","Stanislaus County, California","525491","*****","297011","*****","235151","1807","12581","1682","1855","637","29918","2098","968","613","2171","1716","14367","2658","547","635","13820","2534","228480","*****","144326","8063","1946","1291","1139","717","936","1088","399","330","70411","8271","9323","2884","6041","2644","3282","1252"
"0500000US06101","Sutter County, California","95350","*****","67152","*****","46345","9","2160","284","374","357","14393","1137","246","279","0","203","3634","1140","395","434","3239","1047","28198","*****","22898","2004","38","74","86","114","0","203","0","203","3446","1688","1730","1148","257","238","1473","1124"
"0500000US06107","Tulare County, California","454143","*****","171092","*****","140198","180","5978","757","3223","643","15670","915","546","334","161","173","5316","1320","40","67","5276","1313","283051","*****","242805","5467","2299","1794","2980","1427","106","120","0","203","28732","4856","6129","2011","2594","917","3535","1590"
"0500000US06111","Ventura County, California","839620","*****","490897","*****","395890","512","12999","1131","2719","725","57153","2033","790","598","568","423","20778","2510","638","322","20140","2601","348723","*****","268342","9282","1440","592","2271","775","1078","631","196","318","59752","8014","15644","3849","7131","2084","8513","3026"
"0500000US06113","Yolo County, California","204593","*****","140583","*****","99064","753","4182","776","573","364","27535","1085","296","227","793","708","8140","1534","102","171","8038","1506","64010","*****","38766","4443","1501","1764","922","517","225","164","0","203","19226","4368","3370","1304","1481","916","1889","944"
"0500000US06115","Yuba County, California","73340","*****","53642","*****","41855","105","2565","481","1129","437","4115","1037","428","575","56","105","3494","1081","0","203","3494","1081","19698","*****","9674","2090","60","81","133","206","43","85","0","203","7529","2070","2259","945","1279","858","980","532"
"0500000US08001","Adams County, Colorado","469193","*****","288286","*****","244358","1333","13068","1412","2731","674","16589","1442","420","503","1986","1614","9134","2242","440","431","8694","2126","180907","*****","146990","5635","1386","1099","1885","911","846","597","0","195","23324","4694","6476","1917","3528","1448","2948","1267"
"0500000US08005","Arapahoe County, Colorado","607070","*****","494293","*****","378945","1248","57700","2858","1649","564","32434","1206","1240","496","2010","1296","20315","3110","904","496","19411","3129","112777","*****","61247","4917","1872","778","631","391","553","486","0","195","40859","5002","7615","2023","5292","1988","2323","1031"
"0500000US08013","Boulder County, Colorado","310048","*****","267576","*****","243417","292","2845","666","586","527","12694","1094","231","159","335","292","7468","1367","100","168","7368","1378","42472","*****","26272","3393","537","578","1980","1488","76","99","354","449","12235","3496","1018","793","776","717","242","220"
"0500000US08031","Denver County, Colorado","649495","*****","448690","*****","345953","648","60901","1862","3221","788","20464","1604","278","300","1170","778","16703","2391","42","72","16661","2384","200805","*****","158193","5881","3212","1516","1993","973","631","432","619","850","29871","5531","6286","1574","2937","1269","3349","1118"
"0500000US08035","Douglas County, Colorado","305963","*****","281139","*****","257595","366","2264","520","62","80","13155","796","0","195","243","276","7820","949","150","186","7670","941","24824","*****","20188","1417","110","133","209","264","0","195","0","195","2602","1030","1715","887","300","240","1415","845"
"0500000US08041","El Paso County, Colorado","655044","*****","550705","*****","463703","319","36104","2886","2458","875","18275","1437","1899","616","559","469","27707","3593","99","117","27608","3603","104339","*****","58765","5327","1978","810","1410","850","0","195","573","685","30825","4372","10788","2355","6306","1805","4482","1644"
"0500000US08059","Jefferson County, Colorado","551798","*****","468901","*****","435939","311","5270","650","1463","639","13719","1345","556","176","555","358","11399","1618","237","177","11162","1615","82897","*****","64376","3086","168","152","3044","1676","252","249","23","39","10009","2295","5025","1790","1587","628","3438","1746"
"0500000US08069","Larimer County, Colorado","315988","*****","281398","*****","264714","59","2128","558","1394","389","5615","785","167","115","0","195","7380","952","34","59","7346","949","34590","*****","22412","2567","135","185","241","360","78","97","62","102","8143","2266","3519","1783","1992","1424","1527","1111"
"0500000US08077","Mesa County, Colorado","147554","*****","127164","*****","120992","698","1373","244","812","747","701","247","0","195","533","698","2753","900","0","195","2753","900","20390","*****","16713","1326","163","173","295","310","0","195","0","195","2108","1196","1111","648","412","320","699","527"
"0500000US08101","Pueblo County, Colorado","161451","*****","93208","*****","84939","854","2787","393","971","439","1085","468","122","137","865","854","2439","765","0","195","2439","765","68243","*****","34401","3757","1808","1537","3829","2024","52","87","0","195","23729","3759","4424","1478","2508","1096","1916","1078"
"0500000US08123","Weld County, Colorado","269785","*****","193083","*****","181102","782","2923","498","1473","535","3811","586","123","137","482","782","3169","896","0","195","3169","896","76702","*****","36091","4508","232","339","643","733","240","300","16","30","35474","4757","4006","1465","3193","1330","813","515"
"0500000US09001","Fairfield County, Connecticut","939904","*****","768603","*****","604774","1072","96288","2180","1789","457","44432","2055","236","385","4095","1735","16989","2719","1706","1179","15283","2711","171301","*****","85978","6591","8616","2822","970","895","169","188","0","201","66328","6915","9240","2296","6690","1999","2550","1164"
"0500000US09003","Hartford County, Connecticut","898272","*****","748803","*****","574886","633","112771","2295","321","237","42060","1229","140","168","1578","644","17047","2792","838","628","16209","2693","149469","*****","74221","6350","8549","3061","168","152","1142","1545","0","201","50330","6246","15059","3453","9961","2813","5098","1861"
"0500000US09007","Middlesex County, Connecticut","165562","*****","156487","*****","139950","1209","8542","577","202","158","4400","600","0","201","988","1190","2405","903","108","104","2297","885","9075","*****","6595","990","148","250","0","201","0","201","0","201","1522","793","810","479","466","421","344","364"
"0500000US09009","New Haven County, Connecticut","862287","*****","720599","*****","564561","1576","105069","2280","868","493","32935","1476","101","167","3224","1719","13841","2784","2382","1902","11459","1989","141688","*****","88832","7041","4929","1897","232","205","278","326","0","201","42206","6929","5211","1859","3641","1738","1570","632"
"0500000US09011","New London County, Connecticut","274150","*****","247757","*****","209949","509","14088","1806","902","535","10862","1221","44","75","590","502","11322","2205","100","122","11222","2195","26393","*****","13972","2519","2215","1203","1697","1936","0","201","0","201","5854","2105","2655","1144","948","867","1707","892"
"0500000US10001","Kent County, Delaware","169416","*****","158198","*****","107821","142","39550","1525","1159","295","3765","701","62","81","31","42","5810","1786","205","190","5605","1813","11218","*****","4153","1171","2118","1234","662","809","0","189","198","226","3047","1231","1040","848","174","213","866","821"
"0500000US10003","New Castle County, Delaware","549684","*****","499040","*****","329146","1102","129282","2844","991","302","26750","902","206","291","1414","1103","11251","3098","238","212","11013","3082","50644","*****","29024","3807","4212","2044","147","244","564","475","250","321","13365","3054","3082","1779","1955","1676","1127","775"
"0500000US10005","Sussex County, Delaware","206649","*****","187567","*****","155097","28","24113","1555","987","532","2437","305","58","105","301","369","4574","1401","17","32","4557","1395","19082","*****","12365","1730","974","897","9","15","123","170","67","101","4871","1644","673","533","309","392","364","341"
"0500000US11001","District of Columbia, District of Columbia","646449","*****","580889","*****","230264","560","310129","2440","857","426","22222","1273","104","120","1205","644","16108","2814","1556","904","14552","2787","65560","*****","33816","4765","5375","2103","415","528","741","666","0","203","20476","4406","4737","1503","1891","972","2846","1265"
"0500000US12001","Alachua County, Florida","253451","*****","230884","*****","159766","341","47766","2089","492","202","14022","701","1379","1275","1055","703","6404","1636","164","172","6240","1633","22567","*****","18852","1232","1248","765","0","218","35","65","0","218","1242","628","1190","533","564","342","626","336"
"0500000US12005","Bay County, Florida","174987","*****","165579","*****","136227","798","19067","1183","1345","480","4528","537","56","92","549","798","3807","1411","144","161","3663","1384","9408","*****","7490","1100","324","518","0","218","20","36","0","218","864","745","710","450","127","142","583","435"
"0500000US12009","Brevard County, Florida","550823","*****","501119","*****","420171","421","55063","1779","1117","583","12827","1086","0","218","587","470","11354","2051","315","237","11039","2016","49704","*****","40020","2924","2053","1075","504","486","296","377","0","218","4374","2163","2457","1584","2010","1542","447","355"
"0500000US12011","Broward County, Florida","1838844","*****","1343394","*****","746144","1730","495686","3446","2092","945","62430","2615","786","380","10095","2766","26161","3481","2571","985","23590","3375","495450","*****","407342","9137","18454","5304","1414","931","1642","1063","109","128","48929","8246","17560","2991","7532","2115","10028","2314"
"0500000US12015","Charlotte County, Florida","164736","*****","153944","*****","139973","96","9714","484","571","281","1576","646","0","218","51","96","2059","839","0","218","2059","839","10792","*****","8910","754","146","177","0","218","142","252","0","218","546","374","1048","493","533","425","515","411"
"0500000US12019","Clay County, Florida","196399","*****","179253","*****","147504","644","19570","1357","316","281","5593","1340","498","673","341","307","5431","1712","538","585","4893","1599","17146","*****","13806","1563","0","218","76","134","0","218","0","218","2425","1405","839","542","451","394","388","481"
"0500000US12021","Collier County, Florida","339642","*****","250429","*****","219966","222","22536","1247","979","348","4450","859","0","218","853","1063","1645","1144","0","218","1645","1144","89213","*****","83154","2841","236","182","0","218","0","218","0","218","4590","2545","1233","985","599","546","634","801"
"0500000US12031","Duval County, Florida","885855","*****","812193","*****","491611","352","257089","2849","1957","1172","38126","2112","892","292","809","451","21709","3750","550","558","21159","3696","73662","*****","56348","3975","2776","1255","791","709","478","464","0","218","6392","2007","6877","3881","5396","3727","1481","821"
"0500000US12033","Escambia County, Florida","305817","*****","289791","*****","200853","324","66291","2145","1607","666","8019","1004","87","172","586","366","12348","2523","105","132","12243","2544","16026","*****","11234","1183","611","388","6","12","225","264","0","218","2346","931","1604","861","642","471","962","699"
"0500000US12053","Hernando County, Florida","174441","*****","155011","*****","140889","190","8995","1016","298","297","1560","589","20","38","267","236","2982","1091","80","162","2902","1108","19430","*****","15834","1657","360","286","58","109","201","281","0","218","2433","1710","544","410","382","333","162","162"
"0500000US12057","Hillsborough County, Florida","1291578","*****","955694","*****","672306","1592","202199","3762","2393","727","48476","1539","118","137","5582","2600","24620","3840","1743","1015","22877","3626","335884","*****","258740","7580","10351","3290","462","359","540","401","48","78","53943","7196","11800","3396","6555","2849","5245","1688"
"0500000US12069","Lake County, Florida","308034","*****","266974","*****","221614","2405","30326","1530","1384","445","5985","871","0","218","3910","2431","3755","1643","222","367","3533","1599","41060","*****","30545","3564","97","115","0","218","0","218","486","794","9520","3758","412","397","330","385","82","127"
"0500000US12071","Lee County, Florida","661115","*****","534752","*****","460533","958","53663","1567","917","502","9625","730","131","225","1308","1079","8575","1548","420","319","8155","1528","126363","*****","94839","6504","4207","2527","226","272","311","417","37","61","24191","6305","2552","1243","1607","835","945","928"
"0500000US12073","Leon County, Florida","281845","*****","264938","*****","163001","305","87071","1341","850","317","8678","593","0","218","523","416","4815","1275","135","137","4680","1233","16907","*****","13544","874","1706","747","49","69","84","166","0","218","1001","512","523","444","367","356","156","269"
"0500000US12081","Manatee County, Florida","342106","*****","289776","*****","247680","494","31215","799","352","427","6135","657","88","155","882","717","3424","935","157","185","3267","914","52330","*****","44966","2674","1518","1174","0","218","0","218","0","218","5051","2118","795","737","580","702","215","233"
"0500000US12083","Marion County, Florida","337362","*****","298065","*****","244767","422","43390","524","1642","466","4587","698","64","108","201","197","3414","1021","635","462","2779","961","39297","*****","33662","3125","1405","1144","19","39","42","73","0","218","1068","598","3101","2906","566","376","2535","2938"
"0500000US12086","Miami-Dade County, Florida","2617176","*****","900029","*****","392990","2760","440764","2274","2495","826","40582","1985","200","328","7152","2942","15846","2927","1169","602","14677","2735","1717147","*****","1603776","9172","40425","5130","1176","757","2090","1976","0","218","49481","6532","20199","3571","8959","2394","11240","2552"
"0500000US12091","Okaloosa County, Florida","193811","*****","177678","*****","145552","169","19543","949","1130","657","6473","914","0","218","142","171","4838","1511","46","77","4792","1513","16133","*****","8400","1914","162","148","0","218","65","114","41","78","6879","2115","586","489","422","384","164","276"
"0500000US12095","Orange County, Florida","1225267","*****","873778","*****","535593","2358","239140","4830","1037","845","62845","2036","261","212","6579","2943","28323","5035","2036","1075","26287","4920","351489","*****","236044","11020","9534","2948","2596","2521","1296","656","132","217","88665","10083","13222","3735","5387","1954","7835","3326"
