"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"0500000US18091","LaPorte County, Indiana","110015","*****","102915","*****","87540","76","11699","1012","554","408","798","160","0","192","0","192","2324","993","116","159","2208","981","7100","*****","3715","1177","229","148","56","96","91","160","63","110","2249","1074","697","674","665","673","32","57"
"0500000US18095","Madison County, Indiana","129296","*****","124130","*****","109859","199","9020","1241","399","238","554","367","0","192","177","188","4121","1400","34","55","4087","1410","5166","*****","3505","799","42","53","32","55","0","192","0","192","1002","760","585","408","425","318","160","172"
"0500000US18097","Marion County, Indiana","941229","*****","845552","*****","528043","912","257455","4079","2005","907","27606","1743","270","145","2594","1111","27579","4692","670","467","26909","4593","95677","*****","49785","5731","2764","1569","919","1347","279","327","25","34","36519","6145","5386","2145","3070","1620","2316","1499"
"0500000US18127","Porter County, Indiana","167791","*****","151292","*****","140211","127","5071","584","196","214","2055","597","74","150","0","192","3685","857","155","127","3530","879","16499","*****","13107","1134","209","258","28","50","0","192","55","94","1705","781","1395","830","685","514","710","738"
"0500000US18141","St. Joseph County, Indiana","269141","*****","246086","*****","196639","699","34890","1707","1028","498","6382","881","190","238","627","699","6330","1839","0","192","6330","1839","23055","*****","12564","2192","515","638","852","957","26","48","0","192","8396","2329","702","503","389","380","313","303"
"0500000US18167","Vigo County, Indiana","107931","*****","105121","*****","92481","143","6808","1067","427","257","2002","401","47","89","79","126","3277","1027","118","121","3159","1018","2810","*****","1540","707","0","192","0","192","42","77","0","192","607","453","621","378","209","167","412","335"
"0500000US19153","Polk County, Iowa","474045","*****","435120","*****","370776","327","30509","1574","902","332","22224","739","150","184","311","349","10248","1698","0","159","10248","1698","38925","*****","25799","2302","1459","894","413","357","0","159","0","159","8429","2325","2825","1231","864","710","1961","1079"
"0500000US19193","Woodbury County, Iowa","102779","*****","86344","*****","76115","33","2763","590","674","620","3154","230","554","564","19","33","3065","823","0","159","3065","823","16435","*****","11138","1587","957","730","49","108","0","159","195","301","3064","1302","1032","902","466","628","566","605"
"0500000US20091","Johnson County, Kansas","584451","*****","540757","*****","469722","247","24899","1626","1049","548","27370","1387","332","423","427","326","16958","2396","0","174","16958","2396","43694","*****","36063","2236","494","388","211","215","274","352","0","174","5200","1944","1452","678","995","602","457","340"
"0500000US20173","Sedgwick County, Kansas","511995","*****","438483","*****","349975","279","41518","3022","3621","741","21159","1069","0","174","159","155","22051","3329","227","215","21824","3311","73512","*****","50322","4910","956","601","1009","869","77","140","0","174","18665","4774","2483","984","1800","864","683","524"
"0500000US20177","Shawnee County, Kansas","178146","*****","156715","*****","132219","227","14583","1368","1587","543","2374","705","127","200","831","783","4994","1544","0","174","4994","1544","21431","*****","11192","2910","366","489","186","234","0","174","0","174","8457","3197","1230","737","590","568","640","482"
"0500000US20209","Wyandotte County, Kansas","163831","*****","117440","*****","67358","1147","36387","1416","740","463","6042","1516","0","174","828","1147","6085","2145","333","516","5752","2063","46391","*****","29067","3115","921","633","595","568","21","38","0","174","14652","3393","1135","930","730","807","405","449"
"0500000US21067","Fayette County, Kentucky","318449","*****","296501","*****","226184","3066","45676","1482","1080","448","11699","990","201","324","2980","3082","8681","1868","251","196","8430","1857","21948","*****","12733","2398","421","497","0","190","0","190","0","190","7327","2545","1467","746","1182","709","285","233"
"0500000US21093","Hardin County, Kentucky","107316","*****","101549","*****","81733","349","12583","1187","175","158","1851","687","275","355","307","350","4625","1270","54","91","4571","1257","5767","*****","2547","1008","892","869","0","190","0","190","0","190","1717","1176","611","479","0","190","611","479"
"0500000US21111","Jefferson County, Kentucky","765352","*****","726603","*****","521924","621","162932","2579","1328","510","21003","1289","362","199","1213","638","17841","2650","641","325","17200","2643","38749","*****","29151","2768","2726","1996","149","155","35","63","47","89","4197","1728","2444","1226","1012","569","1432","1043"
"0500000US21227","Warren County, Kentucky","125532","*****","119030","*****","99311","871","11775","1025","642","85","4718","182","0","190","929","871","1655","1056","0","190","1655","1056","6502","*****","3718","1384","0","190","0","190","0","190","0","190","1726","1097","1058","816","694","629","364","555"
"0500000US22017","Caddo Parish, Louisiana","248851","*****","241885","*****","111599","1137","122961","470","514","376","3141","548","0","208","923","1122","2747","832","122","158","2625","811","6966","*****","2497","1432","951","624","38","67","71","104","0","208","2547","1824","862","897","135","191","727","876"
"0500000US22051","Jefferson Parish, Louisiana","436523","*****","373387","*****","231573","473","114738","1424","1556","604","18643","761","0","208","750","587","6127","1960","325","268","5802","1952","63136","*****","39710","3699","2343","1358","343","430","0","208","0","208","17982","3847","2758","1459","2012","1517","746","603"
"0500000US22071","Orleans Parish, Louisiana","391495","*****","369565","*****","120417","519","230062","1106","208","144","11690","374","65","107","1412","941","5711","932","191","216","5520","937","21930","*****","13017","1584","3774","1535","226","251","31","54","32","54","3338","1499","1512","866","173","173","1339","847"
"0500000US23005","Cumberland County, Maine","292041","*****","286140","*****","264455","408","8280","1254","677","348","6084","1023","0","172","351","234","6293","1758","176","266","6117","1665","5901","*****","4204","658","222","261","319","330","0","172","0","172","310","334","846","495","124","197","722","465"
"0500000US24003","Anne Arundel County, Maryland","568346","*****","525544","*****","392285","240","89798","2723","765","434","20392","1392","53","94","1665","1232","20586","2949","462","377","20124","3003","42802","*****","23810","3457","1809","1152","269","277","234","353","0","198","11719","3380","4961","2045","1661","1009","3300","1847"
"0500000US24005","Baltimore County, Maryland","831026","*****","787032","*****","481064","800","235636","2232","2281","786","49022","1815","382","320","1882","1084","16765","3131","490","268","16275","3078","43994","*****","31573","2913","2487","1066","150","158","468","408","197","208","4526","1498","4593","2207","1612","1350","2981","1672"
"0500000US24021","Frederick County, Maryland","247591","*****","224994","*****","184081","138","24149","598","862","201","11679","811","58","95","75","129","4090","975","62","76","4028","980","22597","*****","16727","1930","1563","1223","310","385","0","198","0","198","2126","1427","1871","1055","666","560","1205","824"
"0500000US24025","Harford County, Maryland","251032","*****","240027","*****","192545","79","32080","1593","476","251","5777","1287","0","198","265","224","8884","1965","1098","1248","7786","1643","11005","*****","5519","1195","1352","754","0","198","71","125","78","132","2670","1008","1315","941","292","422","1023","864"
"0500000US24027","Howard County, Maryland","317233","*****","296281","*****","169004","214","57755","1785","405","253","57006","1290","56","94","824","644","11231","2211","274","281","10957","2183","20952","*****","17164","1884","412","380","0","198","0","198","0","198","2083","1238","1293","971","424","385","869","823"
"0500000US24031","Montgomery County, Maryland","1043863","*****","844461","*****","464466","994","185442","3400","1479","667","154004","3130","239","360","4147","1646","34684","4407","1968","1873","32716","4443","199402","*****","110498","8135","5604","1788","574","484","514","445","0","198","73434","7575","8778","2114","4276","1294","4502","1560"
"0500000US24033","Prince George's County, Maryland","908049","*****","746766","*****","118148","474","562770","3160","2244","626","38102","1778","287","342","2385","727","22830","3771","617","372","22213","3766","161283","*****","41229","6951","8684","2813","1558","1401","188","170","0","198","103882","7666","5742","2347","3816","2129","1926","917"
"0500000US24510","Baltimore city, Maryland","614664","*****","583520","*****","168989","826","380792","2914","1714","778","15062","1183","604","706","3042","1628","13317","2934","578","389","12739","2880","31144","*****","20271","2481","3673","1603","86","88","87","101","0","198","5974","2331","1053","519","398","256","655","407"
"0500000US25005","Bristol County, Massachusetts","558324","*****","516127","*****","457544","3869","21549","2037","62","63","13357","691","117","139","12814","3769","10684","2077","1717","899","8967","1748","42197","*****","11543","2731","1788","943","43","71","57","100","188","198","25731","2934","2847","1225","2006","1084","841","440"
"0500000US25009","Essex County, Massachusetts","779018","*****","623045","*****","556543","696","23875","2212","337","291","26984","1356","259","295","1887","1070","13160","2673","431","313","12729","2651","155973","*****","78900","6317","6949","2327","1025","853","0","203","107","175","61863","6267","7129","2284","2179","956","4950","2059"
"0500000US25013","Hampden County, Massachusetts","468467","*****","353356","*****","297436","129","36876","1653","785","409","10041","1320","0","203","181","182","8037","2094","691","836","7346","1965","115111","*****","90577","4659","3998","1579","224","245","399","350","0","203","14775","3848","5138","2592","2071","1591","3067","2077"
"0500000US25015","Hampshire County, Massachusetts","161816","*****","152776","*****","135632","331","3921","747","72","92","7242","938","265","257","560","410","5084","1128","340","490","4744","1170","9040","*****","7599","816","37","53","0","203","0","203","0","203","541","345","863","772","810","751","53","87"
"0500000US25017","Middlesex County, Massachusetts","1589774","*****","1464683","*****","1152188","3654","79602","3047","1906","578","186948","2826","286","176","12251","4093","31502","3173","2609","1233","28893","3050","125091","*****","68502","5023","7003","2543","548","430","500","470","231","304","40125","5320","8182","2039","2633","1071","5549","1610"
"0500000US25021","Norfolk County, Massachusetts","697181","*****","666773","*****","527258","1863","44132","1637","676","525","74330","2383","157","137","5731","2068","14489","2918","599","582","13890","2975","30408","*****","19310","2456","1769","706","167","204","193","203","58","99","7069","2732","1842","1015","612","450","1230","835"
"0500000US25023","Plymouth County, Massachusetts","513565","*****","494296","*****","419719","2317","43912","3831","280","238","5991","933","152","156","15463","4140","8779","1704","1297","645","7482","1640","19269","*****","10288","1755","1845","1161","408","289","224","299","0","203","4785","1621","1719","726","889","568","830","594"
"0500000US25025","Suffolk County, Massachusetts","784230","*****","607564","*****","357299","1463","156601","2985","1557","539","68160","1225","252","249","4441","1909","19254","2914","1051","622","18203","2985","176666","*****","74766","6547","22492","4569","1158","1039","687","472","0","203","37821","5280","39742","5994","3407","1539","36335","6007"
"0500000US25027","Worcester County, Massachusetts","819589","*****","729067","*****","634141","1679","36167","1753","712","382","39610","1213","213","158","2948","1513","15276","2221","1142","833","14134","1978","90522","*****","48983","5338","3688","1128","820","554","141","226","79","132","31008","5027","5803","1498","3452","1297","2351","879"
"0500000US26005","Allegan County, Michigan","115548","*****","107158","*****","102399","113","1445","393","270","227","417","268","0","168","71","113","2556","524","0","168","2556","524","8390","*****","6304","1190","0","168","37","66","0","168","0","168","942","665","1107","869","872","843","235","224"
"0500000US26021","Berrien County, Michigan","154010","*****","145918","*****","115881","98","21877","1153","413","232","2957","288","16","25","380","446","4394","1143","122","101","4272","1149","8092","*****","4507","1400","166","217","0","168","20","38","0","168","2063","1504","1336","724","823","521","513","490"
"0500000US26045","Eaton County, Michigan","109160","*****","103454","*****","90710","266","5844","1094","450","244","2049","510","178","246","315","280","3908","1220","306","475","3602","1157","5706","*****","4404","657","164","146","122","197","0","168","0","168","756","548","260","216","45","75","215","187"
"0500000US26049","Genesee County, Michigan","408615","*****","394872","*****","295292","1331","80113","2164","1635","628","4049","748","77","123","1163","1331","12543","2507","449","625","12094","2325","13743","*****","9679","1167","1264","894","102","123","62","111","228","174","1237","839","1171","735","231","218","940","714"
"0500000US26065","Ingham County, Michigan","288051","*****","265976","*****","202067","258","32064","2084","776","383","19021","981","106","170","692","670","11250","2357","396","454","10854","2416","22075","*****","11854","1763","1564","971","217","279","0","168","81","140","4655","1657","3704","1040","1141","763","2563","845"
"0500000US26075","Jackson County, Michigan","158460","*****","152954","*****","134265","246","13255","847","598","291","1260","345","116","110","114","141","3346","1056","192","193","3154","1007","5506","*****","4018","661","227","241","78","100","0","168","0","168","696","466","487","334","129","134","358","326"
"0500000US26077","Kalamazoo County, Michigan","261654","*****","249150","*****","203233","723","27769","1843","373","329","6778","808","0","168","656","734","10341","2017","30","43","10311","2022","12504","*****","9086","1380","362","363","0","168","50","86","0","168","1703","942","1303","761","574","479","729","550"
"0500000US26081","Kent County, Michigan","642173","*****","575152","*****","476640","429","57030","3104","1467","659","18820","910","67","108","520","473","20608","3519","85","140","20523","3538","67021","*****","38075","4430","2685","1277","463","309","29","50","0","168","20556","4084","5213","1726","2643","1134","2570","1375"
"0500000US26091","Lenawee County, Michigan","98504","*****","90824","*****","85223","259","2972","397","343","205","256","139","0","168","0","168","2030","554","328","272","1702","485","7680","*****","6068","634","26","45","359","520","0","168","0","168","663","400","564","404","350","238","214","331"
"0500000US26099","Macomb County, Michigan","867730","*****","845748","*****","689803","1217","99788","2318","1142","490","32724","1499","50","86","2219","1230","20022","2942","175","178","19847","2929","21982","*****","16715","1564","901","529","620","526","48","90","0","168","2562","1400","1136","658","604","470","532","420"
"0500000US26103","Marquette County, Michigan","66435","*****","65457","*****","61290","52","808","302","207","133","649","64","15","28","0","168","2488","319","26","52","2462","315","978","*****","393","203","0","168","0","168","0","168","0","168","283","205","302","246","118","119","184","150"
"0500000US26121","Muskegon County, Michigan","173408","*****","163660","*****","132277","144","24450","1199","880","334","1059","182","0","168","74","121","4920","1387","60","77","4860","1375","9748","*****","6984","1334","0","168","369","472","69","124","0","168","1018","553","1308","912","500","603","808","609"
"0500000US26125","Oakland County, Michigan","1243970","*****","1195176","*****","902122","852","165937","4275","2377","659","87457","1872","111","207","2423","1105","34749","4815","1215","684","33534","4700","48794","*****","32520","3057","1474","801","639","429","189","181","121","194","8638","2651","5213","1553","703","367","4510","1538"
"0500000US26139","Ottawa County, Michigan","282250","*****","255483","*****","237598","134","3225","859","405","270","6244","775","110","192","51","84","7850","1212","124","136","7726","1196","26767","*****","17495","2472","214","272","223","285","0","168","55","98","7123","2650","1657","830","1153","726","504","392"
"0500000US26145","Saginaw County, Michigan","192326","*****","176235","*****","133695","115","35205","1383","403","272","2503","358","61","92","121","141","4247","1564","61","99","4186","1547","16091","*****","11270","1523","563","588","90","99","0","168","0","168","2679","950","1489","813","819","525","670","604"
"0500000US26159","Van Buren County, Michigan","75223","*****","66567","*****","61183","69","2120","355","308","190","425","189","146","234","24","40","2361","406","85","86","2276","402","8656","*****","3765","1423","192","273","932","965","0","168","0","168","2187","941","1580","994","1272","1012","308","240"
"0500000US26161","Washtenaw County, Michigan","364709","*****","347839","*****","257073","274","43022","2256","996","650","31088","1671","179","292","634","464","14847","3193","249","258","14598","3185","16870","*****","12085","1118","353","274","793","827","144","231","0","168","1584","851","1911","803","407","300","1504","794"
"0500000US26163","Wayne County, Michigan","1749366","*****","1647439","*****","867076","1231","676034","4439","4086","1267","53917","3271","420","326","4681","1936","41225","5862","1224","516","40001","5769","101927","*****","57055","4839","4596","1648","1372","891","313","275","0","168","31687","4575","6904","2626","4442","2186","2462","1211"
"0500000US27003","Anoka County, Minnesota","345957","*****","330725","*****","284093","294","18944","1670","2167","554","15529","925","195","227","311","331","9486","2155","70","118","9416","2133","15232","*****","7667","1599","835","1013","313","285","0","149","0","149","4840","1706","1577","1012","838","810","739","543"
"0500000US27037","Dakota County, Minnesota","417486","*****","388960","*****","330683","912","23582","2101","1102","497","20047","1109","102","172","1362","1158","12082","2004","178","216","11904","2014","28526","*****","14780","2389","442","404","93","109","93","159","0","149","10915","2382","2203","818","1498","693","705","530"
"0500000US27053","Hennepin County, Minnesota","1232483","*****","1147894","*****","855894","954","156239","3134","7682","1294","85606","2608","438","257","1738","961","40297","4518","1100","690","39197","4423","84589","*****","37977","3958","2502","1492","2241","905","300","333","45","77","38621","3917","2903","938","2256","905","647","300"
"0500000US27109","Olmsted County, Minnesota","153102","*****","145710","*****","123644","472","8882","881","575","122","8964","869","0","149","904","783","2741","1135","49","79","2692","1134","7392","*****","5389","977","123","190","325","443","0","149","0","149","1322","891","233","222","233","222","0","149"
"0500000US27123","Ramsey County, Minnesota","540649","*****","500684","*****","339614","318","58587","3176","2462","733","76058","1805","95","151","719","557","23149","3830","260","271","22889","3882","39965","*****","18992","3083","1150","748","627","424","412","508","114","178","15092","3137","3578","1292","1703","941","1875","957"
"0500000US27137","St. Louis County, Minnesota","199980","*****","196775","*****","182509","164","3353","523","4626","518","2228","262","45","63","86","143","3928","738","59","78","3869","726","3205","*****","1769","621","0","149","233","238","0","149","0","149","852","588","351","241","89","118","262","204"
"0500000US27145","Stearns County, Minnesota","155652","*****","150625","*****","135597","417","8579","750","203","147","3669","497","0","149","512","417","2065","906","10","19","2055","906","5027","*****","2425","831","90","108","19","36","32","61","0","149","1971","897","490","390","490","390","0","149"
"0500000US27163","Washington County, Minnesota","253117","*****","242929","*****","210865","328","11181","1021","951","428","12594","1824","66","111","246","330","7026","2212","1195","1466","5831","1572","10188","*****","5942","1133","185","187","51","84","43","72","0","149","2768","1027","1199","476","697","510","502","342"
"0500000US28047","Harrison County, Mississippi","203234","*****","192221","*****","130745","55","49317","1662","1176","434","5702","790","0","213","57","95","5224","2096","279","400","4945","2024","11013","*****","8621","1070","134","244","49","93","0","213","0","213","1547","934","662","537","399","487","263","197"
"0500000US29037","Cass County, Missouri","102845","*****","98465","*****","90728","86","3018","706","129","154","802","355","0","187","94","75","3694","763","25","32","3669","766","4380","*****","3200","692","0","187","0","187","0","187","0","187","823","541","357","280","334","266","23","44"
"0500000US29047","Clay County, Missouri","239085","*****","222998","*****","194889","219","15549","1494","169","183","6193","599","670","1082","176","198","5352","1140","99","160","5253","1113","16087","*****","9405","1911","374","497","365","482","0","187","514","823","4401","1788","1028","605","655","527","373","260"
"0500000US29077","Greene County, Missouri","288690","*****","278268","*****","253234","958","9976","1059","1917","698","5704","800","84","111","795","947","6558","1444","131","172","6427","1420","10422","*****","4860","1353","53","83","271","212","0","187","26","49","4180","1392","1032","584","652","527","380","409"
